행정구역별,연령별,남자,여자,남자,여자,남자,여자,남자,여자,남자,여자,남자,여자,남자,여자,남자,여자,남자,여자
충청남도,70 - 74세,23967,35539,34025,46861,38326,51974,36318,46705,36022,44304,35993,42125,37852,43002,40576,44541,43738,47604
충청남도,75 - 79세,15194,24672,18552,30408,28147,43139,30381,45013,30332,44830,32499,47625,32620,46799,32333,45674,32212,44578
충청남도,80 - 84세,6994,13610,9612,17951,12791,25003,18073,32399,19971,35170,21011,36542,22003,38111,23002,39785,23171,39323
충청남도,85세이상,2918,9154,4084,11192,6448,16777,8389,22420,8886,23971,10150,26603,11301,28992,12719,31516,14184,34850
전라북도,0 - 4세,64514,59481,45284,42486,39946,37251,39071,36997,37751,35618,35118,33172,32573,30998,29799,28573,26759,25653
전라북도,5 - 9세,69827,64059,63083,58572,46303,43250,41026,38340,41516,39072,41274,38936,40614,38249,40091,37749,39287,37084
전라북도,10 - 14세,64102,60201,66932,62185,63081,58911,47228,43835,44064,40602,42971,39894,42056,38968,41082,38123,41570,38845
전라북도,15 - 19세,83410,75574,63371,57185,69635,61196,65504,58422,63887,57071,60874,53955,57444,50995,53956,47986,49481,44330
전라북도,20 - 24세,88283,69650,72707,56820,58354,46359,69322,56978,70624,57972,70721,57346,71071,56953,69242,55306,68339,55633
전라북도,25 - 29세,74637,70824,57148,53842,53760,49114,52875,44890,52950,44781,53533,45482,54850,46096,56701,47048,57718,47709
전라북도,30 - 34세,70634,67716,64164,64243,55153,54339,57328,52031,54309,49648,50645,46389,48275,44380,46712,42601,46489,41758
전라북도,35 - 39세,73457,71516,66528,65239,65972,65166,62471,58321,62417,58225,62003,58105,61118,57482,58694,55524,55044,52237
전라북도,40 - 44세,71267,71123,68924,67897,68929,66353,74161,68977,70471,65865,67634,64077,64585,61406,61886,58947,61651,58963
전라북도,45 - 49세,55792,55961,67105,68259,69078,67838,75918,70748,77422,72228,77962,72230,76927,71667,76470,71332,74113,69673
전라북도,50 - 54세,52558,53209,52064,53594,66229,67531,74578,70822,73288,68440,72239,67939,73368,69136,75420,71040,76304,71707
전라북도,55 - 59세,43319,48915,49350,51876,51208,53463,70761,70620,73974,74054,75531,75240,76491,75670,75865,73788,74026,71150
전라북도,60 - 64세,42819,52732,39759,47377,47024,51017,53536,54991,56920,57987,60096,60887,63900,64439,66591,67207,70209,71041
전라북도,65 - 69세,35345,48354,38423,50555,37276,46920,45682,49679,46831,50722,46997,50789,46717,50438,48900,52065,51870,54930
전라북도,70 - 74세,22897,35791,30258,44768,34173,48554,35424,46945,35692,45524,35658,43060,37408,43788,39365,45610,42731,48842
전라북도,75 - 79세,13721,23944,17412,30491,24272,40718,27401,42637,28124,43191,31139,47065,31280,46552,30719,45130,30672,44301
전라북도,80 - 84세,6176,13864,8550,17558,11746,24592,15777,31214,17066,32899,18276,34281,19171,35514,20255,36544,20539,36783
전라북도,85세이상,2514,8973,3600,11270,5491,15842,7666,21938,8187,23776,8921,25735,9835,27743,10956,30146,12256,33069
전라남도,0 - 4세,67590,61985,45133,41694,37787,35761,39185,38002,38156,36685,36156,34307,33631,32098,31393,30037,28953,27536
전라남도,5 - 9세,72749,66190,64161,59740,43872,40653,38749,36394,39664,37518,39799,38048,39559,37807,38929,37427,38270,37124
전라남도,10 - 14세,65548,61336,66532,61540,61164,56876,44324,40613,41058,38079,40141,37463,39451,36885,38532,36280,39661,37216
전라남도,15 - 19세,82412,74379,56896,51063,61450,53564,58971,52057,57555,50195,54087,47189,51413,44516,48107,41612,44067,38174
전라남도,20 - 24세,85769,58299,63196,42970,43959,30979,57132,42169,58731,42342,58188,41128,58859,41230,58143,40415,57331,40309
전라남도,25 - 29세,69650,64084,49679,46950,45280,40181,45144,38587,46084,38622,46344,39104,49052,40189,52690,41170,55301,41453
전라남도,30 - 34세,74036,67869,60755,59134,50228,47912,55536,48391,52943,46604,48937,43800,46449,41363,45848,39776,45672,39021
전라남도,35 - 39세,76646,71427,68605,63420,61336,57831,60234,53693,60637,54011,61550,54578,61577,54795,59756,52791,56818,49868
전라남도,40 - 44세,73340,69858,70992,65452,68245,61352,71313,61790,67487,58866,64817,57413,62349,55247,61069,54288,61549,54888
전라남도,45 - 49세,57536,57172,68159,66617,69084,64651,77553,66870,77597,67647,77420,67529,75738,66507,75064,65478,72514,63514
전라남도,50 - 54세,56156,56818,54588,54945,66675,65939,76357,69405,76193,67218,76408,67232,77326,67862,78917,68819,79427,69359
전라남도,55 - 59세,50702,59064,52830,55631,52726,54407,73280,70506,76939,74509,78047,75182,79688,75966,79092,74212,78187,71908
전라남도,60 - 64세,54547,68416,46778,56964,49694,54183,54732,55706,56849,57635,60069,59870,65233,63968,69758,68225,74218,72617
전라남도,65 - 69세,43830,61926,48527,64989,43161,55347,48651,52510,50344,53469,51048,53772,50480,53004,51130,53648,54259,56554
전라남도,70 - 74세,28714,46426,36683,56644,42200,61109,41608,55575,40068,52135,39617,49531,40914,49099,43483,50293,45777,51812
전라남도,75 - 79세,17709,32514,21352,39613,28260,50298,32656,52551,34230,53758,37121,57134,37152,56244,36064,53685,35302,51975
전라남도,80 - 84세,7350,16684,10613,23927,14065,31074,17039,36883,18128,37666,19650,39732,21002,41347,22437,42915,23545,44762
전라남도,85세이상,3179,12376,4326,14076,6766,20680,8503,26375,8837,27558,9678,30230,10281,32071,11401,34659,12430,37436
경상북도,0 - 4세,92426,81442,64246,57634,56382,52631,58027,54304,57006,53444,53543,50379,50210,47167,46610,44123,41877,39727
경상북도,5 - 9세,101540,84247,86999,77845,62075,55938,56126,51714,57121,52730,57359,52941,56731,52593,56503,52615,56119,52253
경상북도,10 - 14세,92609,78009,93841,78588,83447,74719,61628,55267,57730,51837,56519,51287,55985,50953,55240,50485,55646,51069
경상북도,15 - 19세,113791,105741,92195,79242,97020,79745,88104,75687,85047,73097,80243,68911,76179,65301,71926,61724,64905,55417
경상북도,20 - 24세,117008,94701,102481,81719,86895,64927,96526,74932,98237,75351,97456,74016,96945,73041,94430,70366,90539,67897
경상북도,25 - 29세,106059,100952,90520,79424,85347,73865,84374,65249,84582,64299,85124,63466,86382,63568,87349,63910,86470,62627
경상북도,30 - 34세,109858,104627,97324,95006,87030,80781,93893,80585,89308,75815,84419,70556,81434,66501,80198,63756,77569,61757
경상북도,35 - 39세,113666,107309,103469,99329,97307,93497,95089,84451,96826,85743,97919,86830,98199,87328,95456,84640,89176,79079
경상북도,40 - 44세,108181,102499,105667,100402,103179,97430,106270,96905,101680,93013,98030,90401,94755,86461,92763,84088,92576,84027
경상북도,45 - 49세,84979,84066,102450,100460,105629,101111,112189,104191,112990,104970,113552,104400,111118,102491,109796,101193,106083,98142
경상북도,50 - 54세,71448,70383,81321,83149,102221,101602,114892,109151,112019,104872,109670,103341,110928,104905,113525,107015,114100,107364
경상북도,55 - 59세,60965,71578,68477,70403,80942,84737,110636,109658,116305,114313,118798,116612,120370,117736,119566,115345,116897,111708
경상북도,60 - 64세,64240,79582,57933,70175,66396,70034,83454,87956,90674,94116,95484,96978,100428,100724,105889,106065,112126,111953
경상북도,65 - 69세,51601,70613,58013,76342,54681,69992,64277,67979,68592,72512,72297,76901,74438,79295,77055,82043,82920,88571
경상북도,70 - 74세,32678,52752,43728,65140,52370,73864,51874,69276,49674,63978,49421,61002,51720,60679,56269,62789,60542,66630
경상북도,75 - 79세,21533,36370,24886,44633,35228,59432,41089,65164,41900,65642,45191,69355,46470,69997,45750,67973,44544,65078
경상북도,80 - 84세,10319,20816,13184,26578,16699,35922,22237,45121,24318,47836,25851,49998,27324,52158,29251,54966,30185,55859
경상북도,85세이상,4329,13057,5939,15977,8662,23633,10352,31667,10988,33604,12207,36601,13253,39135,14828,42654,16549,46776
경상남도,0 - 4세,111765,98897,84816,76434,79917,74904,80704,75821,78417,74128,74315,70320,69913,66245,64363,61213,57677,54643
경상남도,5 - 9세,124372,105857,115074,103451,85931,77700,81869,76340,83329,77900,83639,78520,82823,77590,82720,77633,81482,76769
경상남도,10 - 14세,108081,95468,123209,106473,114998,103420,87071,77956,81997,74090,81344,74061,81009,74808,80325,74665,81681,76103
경상남도,15 - 19세,121429,110876,104379,89001,118993,98360,111484,96620,106634,92779,100527,87306,95305,82295,89778,77224,83440,72495
경상남도,20 - 24세,118863,98219,110814,89382,93679,69342,118127,86666,118416,86666,115751,84822,114850,84005,111647,80769,108384,80427
경상남도,25 - 29세,117730,119159,105758,100617,106906,95238,107800,82356,108016,82419,107683,83315,109699,84768,111070,85059,110005,84478
경상남도,30 - 34세,130424,129585,128384,127309,118136,111222,130761,109149,123978,102249,116345,95651,110616,90479,107879,86930,103442,84148
경상남도,35 - 39세,137241,133035,137299,133508,134289,130698,134816,119930,138078,121976,140405,124436,140598,125138,136227,121178,126641,112585
경상남도,40 - 44세,131717,122112,137393,130983,140021,135346,147342,136012,141078,129557,136577,126524,132335,121872,130884,119859,132265,121521
경상남도,45 - 49세,96273,90920,129134,121581,136302,129980,149791,142200,151815,145347,153413,144813,152356,143437,150515,141188,145662,137239
경상남도,50 - 54세,74905,72885,93777,91322,126040,121808,143426,136486,140932,131974,139171,132073,141065,136394,147229,141943,149729,144061
경상남도,55 - 59세,58857,67782,72651,74024,90750,91749,132062,128616,139961,137017,144897,141790,146891,143197,145052,141271,142317,138366
경상남도,60 - 64세,55508,71336,56222,68178,69053,73441,92785,94775,101137,102797,108098,109023,116896,116818,124073,123930,131550,131043
경상남도,65 - 69세,43537,64608,50639,70038,52895,67941,66970,71921,70997,76143,75945,80441,77932,82525,82596,86481,90816,95725
경상남도,70 - 74세,27407,48325,37291,60681,45339,68176,49890,67038,49123,63692,50648,62784,54421,64633,58619,67268,63035,71124
경상남도,75 - 79세,16654,32693,20429,41108,29549,54876,36400,61307,38147,62694,40862,65534,42401,66444,43045,65265,43212,63622
경상남도,80 - 84세,6564,15571,10134,23994,13655,33008,18841,43248,20646,45153,22358,47204,23698,48769,25451,51082,26954,52676
경상남도,85세이상,2565,9535,3707,11799,6233,19676,8598,29346,9148,31203,10172,34526,11096,37029,12419,40359,13920,43819
제주도,0 - 4세,21163,19294,16913,15103,14329,13495,15530,14750,15730,14909,15363,14450,15054,14100,14361,13558,13329,12639
제주도,5 - 9세,22118,20149,21919,20025,16843,15013,16663,15484,17190,16072,17539,16456,17851,16822,18031,16944,18115,17155
제주도,10 - 14세,17629,16051,22082,20249,21446,19718,18286,16177,17700,15693,17806,16134,17779,16285,17634,16287,17985,16753
제주도,15 - 19세,20812,19630,17303,15706,20588,18576,20914,18932,20509,18580,19729,17875,19298,17403,18533,16587,17612,15667
제주도,20 - 24세,21786,18553,20311,17594,15147,12584,20992,17664,21625,17827,22127,18224,22515,18190,21948,17733,21750,18168
제주도,25 - 29세,22256,22442,18609,17680,16232,15881,17008,15464,17920,16422,19702,17385,21853,18935,23141,19474,23432,20062
제주도,30 - 34세,23653,22493,22606,22735,18085,17606,21202,19772,20695,19402,20401,18999,20486,18701,20202,18438,20055,18596
제주도,35 - 39세,22790,21712,24348,23157,22516,22531,23360,21674,24494,23122,25838,24637,27038,25952,26633,25438,25400,24511
제주도,40 - 44세,20472,19242,22946,21612,23868,22813,27818,25800,27558,25150,27370,25084,26995,24827,26618,24946,26917,25707
제주도,45 - 49세,14511,14040,20072,18976,22144,21134,27499,25116,29010,26633,30640,28122,31155,28776,31477,29173,30777,28676
제주도,50 - 54세,12873,12631,14119,13956,19501,18984,24908,23404,26177,24073,26967,24716,27792,25347,28916,26300,29764,27457
제주도,55 - 59세,11162,11518,12420,12572,13574,13832,21966,21301,23355,22729,24800,23814,25959,25014,26431,25290,26510,25166
제주도,60 - 64세,9525,11108,10656,11614,11737,12426,14964,15503,16786,17247,18463,18689,20441,20268,21772,21713,22926,22749
제주도,65 - 69세,6757,9970,8804,11027,9817,11339,12127,13094,12487,13390,12867,13737,12801,13877,13592,14557,15177,16102
제주도,70 - 74세,3186,7233,6017,9683,7941,10834,9729,11611,9928,11608,10284,11894,10997,12417,11316,12739,11584,13172
제주도,75 - 79세,1940,5851,2544,6715,4971,9094,6821,10404,7353,10850,7883,11187,8111,11226,8347,11225,8589,11177
제주도,80 - 84세,902,3282,1336,4827,1775,5655,3666,8040,4089,8477,4486,8746,4818,8840,5118,9069,5375,9324
제주도,85세이상,519,3284,716,3734,1007,5375,1336,6640,1527,7015,1750,7593,2076,8283,2528,8979,2876,9604
